"idema","lon","fint","prec","alt","vmax","vv","dv","lat","dmax","ubi","hr","tamin","ta","tamax","pres","stdvv","ts","pres_nmar","tpr","vis","stddv","inso","tss5cm","psoltp","pliqt","rviento","vmaxu","dvu","pacutp","vvu","stdvvu","stddvu","dmaxu","tss20cm","geo925","nieve","geo700","geo850.value","geo850.present"
"9573X",-0.141596,"2021-03-23T05:00:00",0,334,1.9,0.9,256,41.058037,256,"ALCAÑIZ",86,0.4,0.4,1.4,NA,NA,NA,NA,-1.7,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9574B",-0.068611,"2021-03-23T05:00:00",0,202,7.2,2.4,221,41.2425,239,"CASPE-PLANA DEL PILÓN",68,5.7,5.7,6.5,995.7,NA,5.5,1020.5,0.2,20,NA,0,10.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9585",1.939446,"2021-03-23T05:00:00",0,1703,4,2.5,195,42.3325,197,"LA MOLINA",55,-2.9,-2.3,-2.3,830.6,1,-3.5,NA,-10.3,11.2,19,0,1.7,NA,NA,NA,4.1,202,0,2.5,0.7,12,195,2.5,NA,6,NA,1517.4,TRUE
"9590",1.693256,"2021-03-23T05:00:00",0,1038,3.3,0.4,76,42.362118,102,"MARTINET",76,-3,-3,-2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9590D",1.6675,"2021-03-23T05:00:00",NA,1940,2,1.1,19,42.43028,7,"CAP DE REC",46,-3.4,-3.4,-2.4,NA,0.3,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9619",1.462778,"2021-03-23T05:00:00",0,677,1.7,0.2,192,42.35472,243,"LA SEO D?URGELL",85,-1.6,-1.5,-0.3,NA,NA,NA,NA,-3.6,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9632X",1.569443,"2021-03-23T05:00:00",0,1196,1.6,0.3,133,42.230274,202,"JOSA-TUIXEN",61,-2.2,-2.1,-1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9638D",1.311946,"2021-03-23T05:00:00",0,609,3.6,1.1,1,42.15445,12,"COLL DE NARGÓ",59,1.9,1.9,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9647X",1.395552,"2021-03-23T05:00:00",0,435,NA,NA,NA,41.805836,NA,"TORÀ",94,-1.5,-1.5,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9650X",1.108615,"2021-03-23T05:00:00",0,400,NA,NA,NA,41.88139,NA,"ARTESA DE SEGRE",90,-2.3,-2.2,-2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9657X",1.126203,"2021-03-23T05:00:00",0,952,4.6,0.3,54,42.62511,92,"ESTERRI D?ANEU",43,4,4,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9677",1.214647,"2021-03-23T05:00:00",NA,2410,6.5,4.3,347,42.410007,358,"PORT AINE  L?ORRI",48,-5.2,-4.9,-4.8,NA,0.7,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.9,NA,NA,NA
"9689X",0.990837,"2021-03-23T05:00:00",0,1273,NA,NA,NA,42.466385,NA,"CABDELLA-CENTRAL",47,-0.2,-0.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9698U",0.864722,"2021-03-23T05:00:00",0,807,2.4,0.9,162,42.204723,157,"TALARN",42,3.3,3.3,4.3,926.2,NA,-5.4,NA,-8.2,20,NA,0,6.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,817.5,NA,NA,NA,NA
"9707",0.907217,"2021-03-23T05:00:00",0,515,0.9,0.2,303,42.06694,80,"LLIMIANA",50,0.5,0.6,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9718X",1.223051,"2021-03-23T05:00:00",0,463,2.4,0.9,110,41.68111,115,"TORDERA - GRANYANELLA",88,0.7,1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9724X",0.756111,"2021-03-23T05:00:00",0,520,3.2,2.2,53,41.873333,20,"OS DE BALAGUER",93,-0.6,-0.3,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9726E",1.309439,"2021-03-23T05:00:00",0,657,2,1.5,129,41.55722,135,"LLORAC",95,-4.7,-4.7,-3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9729X",0.866659,"2021-03-23T05:00:00",0,252,1.6,0.8,148,41.616943,155,"MOLLERUSSA",87,0.3,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9744B",0.798893,"2021-03-23T05:00:00",0,1089,4.4,1.5,53,42.50333,77,"BARRUERA",31,3.9,3.9,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9751",0.746943,"2021-03-23T05:00:00",0,760,9.3,5.1,321,42.31861,315,"SOPEIRA",52,2.5,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9756X",0.479998,"2021-03-23T05:00:00",0,765,3.2,1.5,349,42.1125,357,"BENABARRE",57,1.1,1.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9771C",0.598058,"2021-03-23T05:00:00",0,185,2.2,1.5,58,41.626106,60,"LLEIDA",90,1.6,1.8,2.3,997.5,0.4,1.6,1022.6,0.4,14.6,9,0,8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA
"9772X",0.913608,"2021-03-23T05:00:00",0,673,NA,NA,NA,41.366116,NA,"LA POBLA DE CERVOLES",73,2.7,2.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9775X",0.67833,"2021-03-23T05:00:00",0,392,NA,NA,NA,41.41361,NA,"EL SOLERÀS",80,3.6,3.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9784P",0.224707,"2021-03-23T05:00:00",0,992,9.4,1.9,314,42.629967,12,"BIELSA",46,2.2,2.2,3.7,905.9,NA,1.1,NA,-8.2,20,NA,0,4.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,823.3,NA,NA,NA,NA
"9808X",0.138052,"2021-03-23T05:00:00",0,610,2.4,1.8,335,42.421665,335,"AINSA  LA SERRETA",62,1,1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9814I",-0.124444,"2021-03-23T05:00:00",0,1905,10.6,5.9,16,42.656113,53,"TORLA-EL CEBOLLAR",40,0,0,0.5,NA,1.1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.5,NA,NA,NA
"9814X",-0.112686,"2021-03-23T05:00:00",0,1078,1.7,0.5,24,42.63759,152,"TORLA - DEPÓSITO",43,1.4,1.8,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9838B",0.521752,"2021-03-23T05:00:00",0,1120,7.8,2.4,240,42.600582,62,"BENASQUE",39,3.1,3.1,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9839V",0.543056,"2021-03-23T05:00:00",0,2374.4,8.8,5.5,347,42.555,311,"CERLER-COGULLA",24,-2.9,-2.4,-2.2,NA,0.8,NA,NA,-20.6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.6,NA,NA,NA
"9843A",0.434167,"2021-03-23T05:00:00",0,825,2.4,0.5,96,42.476948,122,"SEIRA",59,0.7,0.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9855E",0.466105,"2021-03-23T05:00:00",0,600,3.2,0.6,39,42.20139,87,"LAGUARRES",64,-0.9,-0.9,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9866C",0.140556,"2021-03-23T05:00:00",0,305,1.4,0.8,288,42.02139,330,"BARBASTRO",79,-1.7,-1.7,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9894Y",-0.160778,"2021-03-23T05:00:00",0,300,1.8,0.8,262,41.799297,247,"SARIÑENA AUTOMATICA",89,1.3,1.3,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9898",-0.325555,"2021-03-23T05:00:00",0,546,2.5,1.2,343,42.084557,283,"HUESCA/PIRINEOS",85,1.1,1.2,1.9,954.5,0.3,-1,1022.3,-1,NA,17,0,7.7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA
"9901X",-0.394996,"2021-03-23T05:00:00",0,463,NA,NA,NA,42.13889,NA,"HUESCA",80,0.7,0.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9908X",-0.333059,"2021-03-23T05:00:00",0,380,2.4,1.4,218,41.77389,227,"LANAJA (DGA AUTOMATICA)",80,1.8,2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9911X",0.187782,"2021-03-23T05:00:00",0,178,4.3,3.4,270,41.619446,257,"BALLOBAR  DGA",86,1.3,1.3,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9918Y",0.376949,"2021-03-23T05:00:00",0,218,1.5,0,143,41.780834,95,"TAMARITE DE LITERA  LA MELUSA",93,-1.2,-1.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9924X",0.355555,"2021-03-23T05:00:00",0,170,3.5,1.9,246,41.52472,230,"FRAGA",78,5.1,5.1,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9935X",0.146111,"2021-03-23T05:00:00",0,482,0,0,220,40.873337,117,"VALDERROBRES (COMARCAL - AUTOMATICA)",95,-1.5,-1.5,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9947X",0.353329,"2021-03-23T05:00:00",0,370,5.8,2.9,232,41.17722,232,"MASSALUCA",69,5.3,5.3,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9961X",0.735283,"2021-03-23T05:00:00",0,363,2.7,0.5,12,41.249443,17,"CABACÉS",75,4.9,4.9,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9975X",0.613616,"2021-03-23T05:00:00",0,112,3.1,1,301,41.005,292,"RASQUERA",77,4.8,4.8,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9981A",0.493056,"2021-03-23T05:00:00",0,50.47,5,2.9,355,40.82,353,"TORTOSA",60,6.9,8.4,8.5,1015.7,0.8,7.5,1020.9,1.1,20,17,0,13.7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
"9988B",0.973793,"2021-03-23T05:00:00",NA,2467,2.4,2.1,298,42.69196,293,"CAP DE VAQUEIRA",76,-7.3,-7.2,-6.9,NA,0.2,NA,NA,-10.8,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553.7,NA,NA,NA
"9990X",0.876944,"2021-03-23T05:00:00",0,1161,2.4,0.9,59,42.70028,74,"ARTIES",82,-2.4,-2.3,-1.4,NA,NA,NA,NA,-5.1,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9994X",0.689719,"2021-03-23T05:00:00",0,722,5,2,197,42.776108,222,"BOSSOST-CENTRAL",85,-0.6,-0.3,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9995Y",-1.300831,"2021-03-23T05:00:00",0,334,1.7,1.1,173,43.091114,285,"VALCARLOS",94,1.6,1.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9998X",-1.494444,"2021-03-23T05:00:00",0,1006,1.9,1.2,255,40.92139,275,"BELLO",87,-4.5,-4.4,-4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B013X",2.885828,"2021-03-23T05:00:00",0,490,0,0,0,39.823338,119,"LLUC",98,-0.1,0,0.2,NA,NA,NA,NA,-0.3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B051A",2.691486,"2021-03-23T05:00:00",0,5,3.3,2.6,209,39.795555,223,"Sóller",83,7.5,7.7,8.5,NA,0.5,NA,NA,5,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B087X",2.512777,"2021-03-23T05:00:00",0,60,5.1,1.6,161,39.689167,210,"BANYALBUFAR ",69,10.6,10.9,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B103B",2.368936,"2021-03-23T05:00:00",0,52,0.7,0.1,58,39.57947,72,"Andratx - Sant Elm",94,5.6,6.2,6.5,1014.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B158X",2.466476,"2021-03-23T05:00:00",0,50,1.6,0.7,57,39.551468,80,"ES CAPDELLÀ- SON VIC NOU ",96,5.3,5.4,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B228",2.625268,"2021-03-23T05:00:00",0,3,1.4,0.5,27,39.554256,47,"PALMA-PORTOPÍ",92,7.8,8.2,8.2,1020.7,NA,NA,1021,7,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B228D",2.638889,"2021-03-23T05:00:00",NA,7,2.7,1.8,23,39.5525,352,"PALMA DIC DE L?OEST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B236C",2.643755,"2021-03-23T05:00:00",0,95,0.9,0.3,357,39.642162,2,"PALMA-UNIVERSITAT",100,3,3.2,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B248",2.713058,"2021-03-23T05:00:00",0,1030,5.3,3.7,190,39.734997,195,"SIERRA DE ALFABIA",99,4,4.4,4.5,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B278",2.736666,"2021-03-23T05:00:00",0,8,1.5,1.2,50,39.56083,60,"PALMA DE MALLORCA/SON SANT JOAN",95,2.5,2.8,3.9,1020.9,0.2,2.2,1021.5,2.1,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B301",2.785002,"2021-03-23T05:00:00",0,113,5.6,3.3,251,39.379723,242,"LLUCMAJOR-RADAR",79,11.2,11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B334X",2.891662,"2021-03-23T05:00:00",0,140,NA,NA,NA,39.495556,NA,"LLUCMAJOR II",94,5.8,5.9,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B346X",3.019165,"2021-03-23T05:00:00",0,120,1.6,0.1,17,39.521667,346,"PORRERES",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B362X",3.064166,"2021-03-23T05:00:00",0,40,1.4,1,88,39.405834,87,"CAMPOS-CAN SION ",100,1.2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B373X",3.011862,"2021-03-23T05:00:00",0,3,0.9,0.3,159,39.351143,0,"CAMPOS-SALINES  LEVANT",94,1.3,1.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B410B",3.145785,"2021-03-23T05:00:00",0,45,3.3,1.8,323,39.340054,323,"SANTANYÍ",91,7.8,8.4,8.8,1016.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B434X",3.271687,"2021-03-23T05:00:00",0,17,5.8,2.6,297,39.414555,301,"PORTO COLOM",77,10.8,10.9,11,1018.7,NA,8.5,1020.8,7,20,NA,0,9.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B496X",3.383603,"2021-03-23T05:00:00",0,25,4,1.8,301,39.630276,280,"SON SERVERA-CAN PEP MONJO",91,7.2,7.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B526X",3.351112,"2021-03-23T05:00:00",0,110,NA,NA,NA,39.68861,NA,"ARTÀ-MOLI D?EN LEU ",93,5.8,5.8,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B569X",3.478002,"2021-03-23T05:00:00",0,57,5.9,3.1,262,39.716694,285,"CAPDEPERA-FARO",79,11.2,11.3,11.4,1013.7,NA,NA,1020.6,7.8,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B603X",3.278571,"2021-03-23T05:00:00",0,99,NA,NA,NA,39.723183,NA,"COLÒNIA SANT PERE-CAN MENGOL",82,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B605X",3.104721,"2021-03-23T05:00:00",0,2,NA,NA,NA,39.796665,NA,"MURO-S?ALBUFERA ",93,4.3,4.3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B614E",3.21778,"2021-03-23T05:00:00",0,100,1.7,0.1,344,39.556824,262,"MANACOR-POLIESPORTIU",93,4.7,4.7,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B640X",3.1212,"2021-03-23T05:00:00",0,94.9,2.2,1.8,166,39.616463,188,"PETRA",95,4.6,4.8,5,NA,0.2,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B644B",3.002128,"2021-03-23T05:00:00",0,120,1.1,0.4,167,39.643265,185,"SINEU-POLIESPORTIU",86,4.3,4.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B656A",2.800156,"2021-03-23T05:00:00",0,121,1.4,0.2,299,39.652473,282,"SANTA MARÍA",93,4,4.6,5,1006.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B662X",2.873775,"2021-03-23T05:00:00",0,105,2,1,279,39.677963,272,"BINISSALEM-SA VINYOTA",94,2.7,2.8,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B684A",2.787778,"2021-03-23T05:00:00",0,842,NA,NA,NA,39.792778,NA,"ESCORCA-SON TORRELLA",98,-2.2,-2.2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B691Y",3.01667,"2021-03-23T05:00:00",0,40,3.1,0.8,208,39.749165,190,"SA POBLA-SA CANOVA",90,4.1,4.1,5.7,1017.3,NA,5.7,1022.3,2.7,20,NA,0,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B760X",3.024159,"2021-03-23T05:00:00",0,45,0.7,0.4,11,39.87694,32,"POLLENÇA-POLIESPORTIU",92,3.1,3.3,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B780X",3.100277,"2021-03-23T05:00:00",0,2,0.9,0,169,39.909447,87,"PORT POLLENÇA-AERODROM ",100,3.3,3.3,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B800X",4.316389,"2021-03-23T05:00:00",0,78,NA,1.9,335,39.87528,NA,"EVC_MAÓ",70,10.2,11.7,12,1002.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B825B",4.086385,"2021-03-23T05:00:00",0,80,2.2,0.5,191,39.990555,12,"MERCADAL",74,8.9,9.2,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B860X",3.853866,"2021-03-23T05:00:00",0,20,NA,NA,NA,39.992775,NA,"CIUTADELLA-SON QUIM ",84,8.7,8.7,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B870C",3.956643,"2021-03-23T05:00:00",0,43,1.8,0.3,345,39.944786,51,"CIUTADELLA-CALA GALDANA",86,5,5.2,6.2,1016.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B893",4.215556,"2021-03-23T05:00:00",0,91,3.6,3,340,39.854725,340,"MENORCA/AEROPUERTO",86,7.4,7.5,8.7,1010.6,0.2,8.4,1021.2,5.3,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B908X",1.492503,"2021-03-23T05:00:00",0,110,NA,NA,NA,39.05611,NA,"SANT JOAN DE LABRITJA ",97,2.5,2.5,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B925",1.321389,"2021-03-23T05:00:00",0,32,1.2,0.3,116,38.963055,185,"SANT ANTONI DE PORTMANY",99,5.6,6.2,6.4,1017.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B954",1.384446,"2021-03-23T05:00:00",0,6,2.6,1.3,350,38.876385,350,"IBIZA/ES CODOLÁ",93,8,8.1,8.7,1018.9,0.3,7.1,1019.6,7,NA,139,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B957",1.441516,"2021-03-23T05:00:00",0,3,2.7,1.3,334,38.922638,332,"EIVISSA",96,5.9,6.1,6.4,1020.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B986",1.463528,"2021-03-23T05:00:00",0,24,3.9,0.9,196,38.69371,220,"FORMENTERA",78,11.8,12.1,12.4,1018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C018J",-13.690277,"2021-03-23T05:00:00",0,376,4.8,2.4,332,28.969727,345,"TIAS-LAS VEGAS",95,11.6,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
